File Name, Depth, Hegazy Vs, Andrus Vs,  Rob Vs, Mc15 Vs,  Mc18 Vs
CPT_6457, 7.58, 191.62,  191.84,  221.48, 184.46,  312.33
CPT_6457, 7.60, 181.20,  187.92,  217.07, 182.49,  306.95
CPT_6457, 7.62, 187.53,  190.24,  219.22, 183.31,  310.38
CPT_6457, 7.64, 215.66,  199.87,  230.05, 187.75,  323.59
CPT_6457, 7.66, 233.01,  205.05,  236.09, 189.87,  330.49
CPT_6457, 7.68, 248.56,  209.30,  241.22, 191.55,  336.13
CPT_6457, 7.70, 258.70,  212.30,  245.18, 193.31,  340.00
CPT_6457, 7.72, 258.23,  212.37,  245.33, 193.66,  340.24
CPT_6457, 7.74, 260.21,  213.18,  246.49, 194.45,  341.37
CPT_6457, 7.76, 268.98,  215.63,  249.68, 195.78,  344.53
CPT_6457, 7.78, 267.35,  215.34,  249.32, 195.88,  344.36
CPT_6457, 7.80, 268.92,  215.61,  249.54, 195.86,  344.96
CPT_6457, 7.82, 270.89,  215.80,  249.55, 195.57,  345.54
CPT_6457, 7.84, 276.84,  216.90,  250.79, 195.63,  347.30
CPT_6457, 7.86, 278.03,  216.59,  250.11, 194.85,  347.44
CPT_6457, 7.88, 278.37,  216.47,  249.84, 194.63,  347.63
CPT_6457, 7.90, 283.72,  216.96,  250.27, 194.09,  348.92
CPT_6457, 7.92, 270.05,  213.96,  246.22, 193.08,  345.17
CPT_6457, 7.94, 257.81,  210.98,  242.25, 191.90,  341.51
CPT_6457, 7.96, 244.22,  207.35,  237.46, 190.23,  337.02
CPT_6457, 7.98, 233.52,  204.13,  233.14, 188.43,  333.09
CPT_6457, 8.00, 232.42,  202.86,  230.92, 186.60,  332.08
CPT_6457, 8.02, 227.39,  201.00,  228.26, 185.18,  329.98
CPT_6457, 8.04, 217.32,  197.94,  224.20, 183.48,  325.98
CPT_6457, 8.06, 208.81,  195.06,  220.30, 181.59,  322.24
CPT_6457, 8.08, 232.36,  201.90,  229.10, 185.25,  332.21
CPT_6457, 8.10, 210.26,  195.48,  220.72, 181.89,  323.29
CPT_6457, 8.12, 193.57,  190.03,  213.66, 178.62,  315.48
CPT_6457, 8.14, 195.32,  190.45,  214.03, 178.71,  316.43
CPT_6457, 8.16, 205.12,  193.18,  217.23, 179.86,  321.02
CPT_6457, 8.18, 216.19,  196.16,  220.91, 181.21,  325.89
CPT_6457, 8.20, 227.39,  198.73,  224.13, 182.10,  330.32
CPT_6457, 8.22, 234.85,  200.59,  226.58, 183.03,  333.37
CPT_6457, 8.24, 239.15,  201.68,  228.02, 183.65,  335.21
CPT_6457, 8.26, 241.65,  202.45,  229.03, 184.25,  336.49
CPT_6457, 8.28, 231.97,  200.57,  226.53, 183.91,  333.49
CPT_6457, 8.30, 233.23,  201.96,  228.59, 185.74,  334.93
CPT_6457, 8.32, 273.94,  213.19,  243.92, 192.32,  349.99
CPT_6457, 8.34, 248.21,  208.65,  238.22, 192.11,  342.86
CPT_6457, 8.36, 244.45,  208.21,  237.88, 192.66,  342.17
CPT_6457, 8.38, 282.08,  218.42,  251.48, 198.14,  355.36
CPT_6457, 8.40, 253.07,  212.88,  245.22, 198.11,  347.58
CPT_6457, 8.42, 243.89,  211.49,  244.76, 199.71,  345.70
CPT_6457, 8.44, 237.16,  210.09,  243.98, 200.52,  344.12
CPT_6457, 8.46, 231.93,  209.30,  244.99, 202.76,  343.56
CPT_6457, 8.48, 217.24,  204.44,  240.21, 201.48,  338.06
CPT_6457, 8.50, 216.28,  204.30,  241.00, 202.57,  338.34
CPT_6457, 8.52, 191.61,  194.73,  231.23, 198.55,  326.69
CPT_6457, 8.54, 174.44,  187.23,  223.98, 195.05,  316.70
CPT_6457, 8.56, 164.05,  182.33,  219.05, 192.11,  309.28
CPT_6457, 8.58, 160.30,  180.62,  216.69, 190.43,  306.22
CPT_6457, 8.60, 157.79,  179.49,  215.06, 189.24,  304.10
CPT_6457, 8.62, 152.86,  177.41,  210.52, 185.48,  299.21
CPT_6457, 8.64, 158.11,  180.04,  213.16, 187.55,  304.29
CPT_6457, 8.66, 167.53,  184.54,  217.66, 190.56,  311.97
CPT_6457, 8.68, 172.98,  187.04,  220.08, 192.03,  315.94
CPT_6457, 8.70, 190.48,  194.49,  227.88, 196.20,  326.72
CPT_6457, 8.72, 195.72,  196.62,  230.18, 197.43,  329.76
CPT_6457, 8.74, 212.65,  203.03,  237.15, 200.64,  338.22
CPT_6457, 8.76, 225.52,  207.52,  241.93, 202.57,  343.94
CPT_6457, 8.78, 228.38,  208.38,  242.53, 202.61,  345.14
CPT_6457, 8.80, 242.42,  212.78,  247.24, 204.24,  350.68
CPT_6457, 8.82, 252.70,  215.69,  250.26, 205.07,  354.42
CPT_6457, 8.84, 259.17,  217.38,  251.96, 205.45,  356.70
CPT_6457, 8.86, 263.00,  218.35,  252.93, 205.68,  358.12
CPT_6457, 8.88, 265.83,  218.92,  253.31, 205.57,  359.08
CPT_6457, 8.90, 272.17,  220.42,  254.90, 205.92,  361.22
CPT_6457, 8.92, 278.19,  221.92,  256.65, 206.47,  363.31
CPT_6457, 8.94, 285.50,  223.61,  258.58, 206.98,  365.68
CPT_6457, 8.96, 285.32,  223.62,  258.58, 207.11,  365.89
CPT_6457, 8.98, 285.33,  222.94,  257.22, 205.96,  365.63
CPT_6457, 9.00, 286.94,  223.04,  257.13, 205.68,  366.15
CPT_6457, 9.02, 284.54,  222.43,  256.27, 205.43,  365.62
CPT_6457, 9.04, 280.77,  221.59,  255.16, 205.22,  364.72
CPT_6457, 9.06, 276.67,  220.82,  254.28, 205.27,  363.82
CPT_6457, 9.08, 273.95,  220.29,  253.63, 205.29,  363.27
CPT_6457, 9.10, 269.97,  219.44,  252.63, 205.23,  362.32
CPT_6457, 9.12, 270.90,  219.80,  253.08, 205.57,  362.92
CPT_6457, 9.14, 270.30,  219.94,  253.42, 206.10,  363.16
CPT_6457, 9.16, 272.44,  220.59,  254.23, 206.54,  364.14
CPT_6457, 9.18, 274.58,  221.22,  255.01, 206.95,  365.12
CPT_6457, 9.20, 275.63,  221.52,  255.34, 207.16,  365.69
CPT_6457, 9.22, 277.37,  221.61,  255.11, 206.72,  366.21
CPT_6457, 9.24, 279.85,  222.10,  255.59, 206.81,  367.13
CPT_6457, 9.26, 279.51,  221.42,  254.31, 205.81,  366.87
CPT_6457, 9.28, 274.47,  220.31,  252.92, 205.56,  365.56
CPT_6457, 9.30, 274.15,  220.38,  253.02, 205.82,  365.77
CPT_6457, 9.32, 272.52,  220.19,  252.86, 206.08,  365.61
CPT_6457, 9.34, 271.07,  219.94,  252.56, 206.17,  365.43
CPT_6457, 9.36, 268.23,  219.45,  252.06, 206.34,  364.86
CPT_6457, 9.38, 267.88,  219.53,  252.21, 206.64,  365.08
CPT_6457, 9.40, 268.59,  219.95,  252.86, 207.21,  365.70
CPT_6457, 9.42, 270.54,  220.66,  253.82, 207.82,  366.70
CPT_6457, 9.44, 272.58,  221.32,  254.67, 208.33,  367.68
CPT_6457, 9.46, 273.74,  221.59,  254.89, 208.41,  368.25
CPT_6457, 9.48, 276.73,  221.89,  254.87, 207.94,  369.13
CPT_6457, 9.50, 278.21,  222.01,  254.77, 207.68,  369.65
CPT_6457, 9.52, 281.99,  222.67,  255.39, 207.67,  370.92
CPT_6457, 9.54, 284.33,  223.15,  255.89, 207.80,  371.82
CPT_6457, 9.56, 283.20,  222.79,  255.33, 207.59,  371.64
CPT_6457, 9.58, 283.07,  222.78,  255.26, 207.66,  371.83
CPT_6457, 9.60, 279.56,  221.91,  254.07, 207.30,  370.91
CPT_6457, 9.62, 275.13,  220.62,  252.24, 206.53,  369.55
CPT_6457, 9.64, 271.33,  218.99,  249.74, 205.04,  368.09
CPT_6457, 9.66, 268.43,  217.72,  247.80, 203.89,  367.01
CPT_6457, 9.68, 265.80,  216.27,  245.52, 202.38,  365.86
CPT_6457, 9.70, 265.74,  215.24,  243.78, 200.90,  365.50
CPT_6457, 9.72, 265.66,  214.15,  242.02, 199.42,  365.14
CPT_6457, 9.74, 263.20,  212.37,  239.38, 197.56,  363.91
CPT_6457, 9.76, 261.98,  210.77,  237.03, 195.74,  363.07
CPT_6457, 9.78, 257.80,  208.84,  234.29, 194.08,  361.37
CPT_6457, 9.80, 257.60,  208.85,  234.26, 194.19,  361.56
CPT_6457, 9.82, 249.92,  210.65,  237.22, 198.33,  360.80
CPT_6457, 9.84, 245.25,  209.18,  235.17, 197.35,  359.05
CPT_6457, 9.86, 211.90,  199.28,  222.26, 191.55,  344.88
CPT_6457, 9.88, 201.36,  195.39,  216.95, 188.62,  339.63
CPT_6457, 9.90, 192.30,  191.25,  210.99, 184.76,  334.44
CPT_6457, 9.92, 189.81,  189.73,  208.66, 183.11,  332.92
CPT_6457, 9.94, 197.72,  191.38,  210.38, 183.39,  336.84
CPT_6457, 9.96, 202.43,  192.19,  211.24, 183.45,  339.11
CPT_6457, 9.98, 210.33,  195.26,  215.38, 185.99,  343.48
CPT_6457, 10.00, 219.31,  198.53,  219.79, 188.59,  348.15
