File Name, Hegazy Depth, Hegazy Vs, Andrus Depth, Andrus Vs, Rob Depth, Rob Vs, Mc15 Depth, Mc15 Vs, Mc18 Depth, Mc18 Vs
CPT_6458, 15.50, 302.98, 15.50, 225.67, 15.50, 255.10, 15.50, 246.32, 15.50, 416.62
CPT_6458, 15.52, 303.00, 15.52, 225.67, 15.52, 255.12, 15.52, 246.30, 15.52, 416.74
CPT_6458, 15.54, 305.49, 15.54, 226.37, 15.54, 256.09, 15.54, 246.80, 15.54, 417.77
CPT_6458, 15.56, 305.01, 15.56, 226.38, 15.56, 256.14, 15.56, 246.98, 15.56, 417.91
CPT_6458, 15.58, 304.57, 15.58, 226.01, 15.58, 255.63, 15.58, 246.36, 15.58, 417.56
CPT_6458, 15.60, 304.26, 15.60, 225.62, 15.60, 255.10, 15.60, 245.68, 15.60, 417.20
CPT_6458, 15.62, 305.48, 15.62, 225.56, 15.62, 255.02, 15.62, 245.13, 15.62, 417.28
CPT_6458, 15.64, 302.37, 15.64, 224.47, 15.64, 253.53, 15.64, 244.03, 15.64, 416.01
CPT_6458, 15.66, 303.24, 15.66, 224.41, 15.66, 253.47, 15.66, 243.63, 15.66, 416.10
CPT_6458, 15.68, 301.32, 15.68, 223.65, 15.68, 252.45, 15.68, 242.79, 15.68, 415.26
CPT_6458, 15.70, 298.47, 15.70, 222.95, 15.70, 251.49, 15.70, 242.35, 15.70, 414.45
CPT_6458, 15.72, 294.54, 15.72, 221.86, 15.72, 250.00, 15.72, 241.52, 15.72, 413.13
CPT_6458, 15.74, 290.68, 15.74, 220.75, 15.74, 248.48, 15.74, 240.63, 15.74, 411.77
CPT_6458, 15.76, 288.43, 15.76, 219.97, 15.76, 247.43, 15.76, 239.87, 15.76, 410.87
CPT_6458, 15.78, 287.51, 15.78, 219.55, 15.78, 246.87, 15.78, 239.37, 15.78, 410.46
CPT_6458, 15.80, 286.85, 15.80, 218.62, 15.80, 245.63, 15.80, 237.83, 15.80, 409.47
CPT_6458, 15.82, 285.93, 15.82, 218.18, 15.82, 245.05, 15.82, 237.30, 15.82, 409.05
CPT_6458, 15.84, 303.19, 15.84, 221.96, 15.84, 250.40, 15.84, 239.19, 15.84, 414.60
CPT_6458, 15.86, 277.22, 15.86, 215.90, 15.86, 241.92, 15.86, 235.73, 15.86, 406.08
CPT_6458, 15.88, 261.23, 15.88, 212.00, 15.88, 236.59, 15.88, 233.58, 15.88, 400.50
CPT_6458, 15.90, 251.50, 15.90, 209.50, 15.90, 233.24, 15.90, 232.16, 15.90, 396.91
CPT_6458, 15.92, 248.04, 15.92, 208.65, 15.92, 232.12, 15.92, 231.75, 15.92, 395.75
CPT_6458, 15.94, 249.90, 15.94, 209.05, 15.94, 232.65, 15.94, 231.84, 15.94, 396.50
CPT_6458, 15.96, 251.76, 15.96, 209.45, 15.96, 233.18, 15.96, 231.93, 15.96, 397.25
CPT_6458, 15.98, 256.66, 15.98, 210.69, 15.98, 234.84, 15.98, 232.59, 15.98, 399.24
CPT_6458, 16.00, 259.02, 16.00, 212.11, 16.00, 236.83, 16.00, 234.57, 16.00, 401.30
CPT_6458, 16.02, 266.97, 16.02, 215.61, 16.02, 241.69, 16.02, 238.70, 16.02, 406.25
CPT_6458, 16.04, 274.22, 16.04, 219.35, 16.04, 247.11, 16.04, 243.79, 16.04, 411.47
CPT_6458, 16.06, 279.85, 16.06, 222.81, 16.06, 252.44, 16.06, 249.29, 16.06, 416.39
CPT_6458, 16.08, 281.72, 16.08, 224.55, 16.08, 255.46, 16.08, 252.82, 16.08, 419.09
CPT_6458, 16.10, 270.12, 16.10, 222.34, 16.10, 253.81, 16.10, 254.52, 16.10, 417.08
CPT_6458, 16.12, 248.09, 16.12, 215.74, 16.12, 246.13, 16.12, 251.56, 16.12, 409.02
CPT_6458, 16.14, 236.46, 16.14, 212.08, 16.14, 242.18, 16.14, 250.23, 16.14, 404.63
CPT_6458, 16.16, 227.92, 16.16, 209.23, 16.16, 239.10, 16.16, 249.01, 16.16, 401.11
CPT_6458, 16.18, 228.22, 16.18, 209.32, 16.18, 239.09, 16.18, 248.83, 16.18, 401.22
CPT_6458, 16.20, 237.04, 16.20, 212.27, 16.20, 242.22, 16.20, 249.92, 16.20, 404.96
CPT_6458, 16.22, 244.51, 16.22, 214.86, 16.22, 245.49, 16.22, 251.76, 16.22, 408.57
CPT_6458, 16.24, 256.90, 16.24, 218.99, 16.24, 250.67, 16.24, 254.54, 16.24, 414.10
CPT_6458, 16.26, 266.83, 16.26, 222.16, 16.26, 254.62, 16.26, 256.50, 16.26, 418.23
CPT_6458, 16.28, 273.04, 16.28, 224.09, 16.28, 257.02, 16.28, 257.63, 16.28, 420.73
CPT_6458, 16.30, 276.87, 16.30, 225.25, 16.30, 258.43, 16.30, 258.22, 16.30, 422.24
CPT_6458, 16.32, 278.39, 16.32, 225.67, 16.32, 258.88, 16.32, 258.28, 16.32, 422.80
CPT_6458, 16.34, 282.59, 16.34, 226.83, 16.34, 260.20, 16.34, 258.63, 16.34, 424.25
CPT_6458, 16.36, 287.05, 16.36, 227.99, 16.36, 261.46, 16.36, 258.83, 16.36, 425.66
CPT_6458, 16.38, 290.71, 16.38, 228.79, 16.38, 262.19, 16.38, 258.57, 16.38, 426.59
CPT_6458, 16.40, 292.95, 16.40, 229.21, 16.40, 262.50, 16.40, 258.22, 16.40, 427.10
CPT_6458, 16.42, 295.36, 16.42, 229.62, 16.42, 262.77, 16.42, 257.79, 16.42, 427.59
CPT_6458, 16.44, 298.77, 16.44, 230.02, 16.44, 262.88, 16.44, 256.82, 16.44, 428.04
CPT_6458, 16.46, 300.77, 16.46, 230.37, 16.46, 263.21, 16.46, 256.60, 16.46, 428.55
CPT_6458, 16.48, 299.75, 16.48, 230.05, 16.48, 262.74, 16.48, 256.27, 16.48, 428.24
CPT_6458, 16.50, 295.38, 16.50, 229.04, 16.50, 261.53, 16.50, 256.00, 16.50, 427.12
CPT_6458, 16.52, 290.80, 16.52, 228.01, 16.52, 260.34, 16.52, 255.84, 16.52, 425.97
CPT_6458, 16.54, 289.09, 16.54, 227.66, 16.54, 259.97, 16.54, 255.87, 16.54, 425.68
CPT_6458, 16.56, 289.06, 16.56, 227.67, 16.56, 259.98, 16.56, 255.87, 16.56, 425.80
CPT_6458, 16.58, 293.67, 16.58, 228.39, 16.58, 260.51, 16.58, 255.10, 16.58, 426.70
CPT_6458, 16.60, 298.08, 16.60, 229.06, 16.60, 261.06, 16.60, 254.44, 16.60, 427.60
CPT_6458, 16.62, 298.60, 16.62, 229.05, 16.62, 260.96, 16.62, 254.13, 16.62, 427.69
CPT_6458, 16.64, 297.43, 16.64, 229.08, 16.64, 261.16, 16.64, 254.74, 16.64, 427.87
CPT_6458, 16.66, 294.25, 16.66, 228.76, 16.66, 261.06, 16.66, 255.58, 16.66, 427.65
CPT_6458, 16.68, 301.29, 16.68, 230.79, 16.68, 263.75, 16.68, 256.95, 16.68, 430.34
CPT_6458, 16.70, 311.57, 16.70, 231.10, 16.70, 263.18, 16.70, 253.14, 16.70, 430.93
CPT_6458, 16.72, 296.29, 16.72, 227.99, 16.72, 259.29, 16.72, 252.58, 16.72, 426.92
CPT_6458, 16.74, 284.50, 16.74, 226.03, 16.74, 257.42, 16.74, 253.72, 16.74, 424.55
CPT_6458, 16.76, 272.87, 16.76, 222.78, 16.76, 253.28, 16.76, 251.87, 16.76, 420.40
CPT_6458, 16.78, 264.07, 16.78, 220.14, 16.78, 249.85, 16.78, 250.09, 16.78, 416.97
CPT_6458, 16.80, 258.38, 16.80, 218.20, 16.80, 247.17, 16.80, 248.32, 16.80, 414.39
CPT_6458, 16.82, 254.19, 16.82, 216.62, 16.82, 244.86, 16.82, 246.57, 16.82, 412.23
CPT_6458, 16.84, 251.97, 16.84, 215.82, 16.84, 243.71, 16.84, 245.73, 16.84, 411.19
CPT_6458, 16.86, 252.26, 16.86, 215.83, 16.86, 243.63, 16.86, 245.51, 16.86, 411.29
CPT_6458, 16.88, 255.48, 16.88, 216.64, 16.88, 244.52, 16.88, 245.65, 16.88, 412.50
CPT_6458, 16.90, 257.78, 16.90, 217.03, 16.90, 244.77, 16.90, 245.24, 16.90, 413.12
CPT_6458, 16.92, 258.37, 16.92, 217.01, 16.92, 244.60, 16.92, 244.82, 16.92, 413.20
CPT_6458, 16.94, 255.39, 16.94, 216.66, 16.94, 244.50, 16.94, 245.64, 16.94, 412.85
CPT_6458, 16.96, 250.33, 16.96, 215.85, 16.96, 244.08, 16.96, 246.73, 16.96, 411.97
CPT_6458, 16.98, 243.66, 16.98, 214.50, 16.98, 243.26, 16.98, 247.85, 16.98, 410.51
CPT_6458, 17.00, 239.75, 17.00, 213.87, 17.00, 243.49, 17.00, 249.49, 17.00, 410.19
CPT_6458, 17.02, 235.30, 17.02, 212.78, 17.02, 243.00, 17.02, 250.35, 17.02, 409.22
CPT_6458, 17.04, 234.61, 17.04, 212.91, 17.04, 244.15, 17.04, 252.17, 17.04, 410.07
CPT_6458, 17.06, 235.64, 17.06, 213.33, 17.06, 244.77, 17.06, 252.64, 17.06, 410.80
CPT_6458, 17.08, 243.38, 17.08, 215.98, 17.08, 247.82, 17.08, 254.12, 17.08, 414.39
CPT_6458, 17.10, 252.26, 17.10, 218.92, 17.10, 251.28, 17.10, 255.77, 17.10, 418.33
CPT_6458, 17.12, 258.65, 17.12, 220.97, 17.12, 253.65, 17.12, 256.82, 17.12, 421.03
CPT_6458, 17.14, 262.36, 17.14, 222.16, 17.14, 255.08, 17.14, 257.49, 17.14, 422.66
CPT_6458, 17.16, 266.27, 17.16, 223.35, 17.16, 256.42, 17.16, 257.99, 17.16, 424.24
CPT_6458, 17.18, 263.57, 17.18, 222.59, 17.18, 255.56, 17.18, 257.71, 17.18, 423.39
CPT_6458, 17.20, 260.35, 17.20, 221.49, 17.20, 254.02, 17.20, 256.69, 17.20, 421.98
CPT_6458, 17.22, 255.78, 17.22, 219.98, 17.22, 251.98, 17.22, 255.47, 17.22, 420.01
CPT_6458, 17.24, 253.78, 17.24, 219.25, 17.24, 250.86, 17.24, 254.61, 17.24, 419.04
CPT_6458, 17.26, 251.22, 17.26, 218.45, 17.26, 249.89, 17.26, 254.15, 17.26, 418.09
CPT_6458, 17.28, 250.24, 17.28, 218.09, 17.28, 249.30, 17.28, 253.68, 17.28, 417.64
CPT_6458, 17.30, 255.15, 17.30, 218.74, 17.30, 248.64, 17.30, 251.20, 17.30, 418.07
CPT_6458, 17.32, 257.43, 17.32, 218.78, 17.32, 247.91, 17.32, 249.50, 17.32, 418.04
CPT_6458, 17.34, 257.52, 17.34, 218.37, 17.34, 246.95, 17.34, 248.23, 17.34, 417.52
CPT_6458, 17.36, 255.10, 17.36, 217.58, 17.36, 245.87, 17.36, 247.56, 17.36, 416.52
CPT_6458, 17.38, 254.06, 17.38, 217.60, 17.38, 246.18, 17.38, 248.30, 17.38, 416.70
CPT_6458, 17.40, 250.89, 17.40, 217.21, 17.40, 246.28, 17.40, 249.43, 17.40, 416.37
CPT_6458, 17.42, 243.54, 17.42, 215.82, 17.42, 245.98, 17.42, 251.39, 17.42, 415.01
CPT_6458, 17.44, 239.45, 17.44, 214.85, 17.44, 245.53, 17.44, 252.13, 17.44, 414.07
CPT_6458, 17.46, 234.62, 17.46, 213.43, 17.46, 244.40, 17.46, 252.20, 17.46, 412.46
CPT_6458, 17.48, 231.64, 17.48, 212.50, 17.48, 243.54, 17.48, 252.03, 17.48, 411.38
CPT_6458, 17.50, 230.67, 17.50, 212.13, 17.50, 242.90, 17.50, 251.49, 17.50, 410.85
CPT_6458, 17.52, 230.48, 17.52, 211.87, 17.52, 241.93, 17.52, 250.24, 17.52, 410.26
CPT_6458, 17.54, 171.98, 17.54, 188.89, 17.54, 216.40, 17.54, 235.00, 17.54, 374.35
CPT_6458, 17.56, 195.98, 17.56, 198.84, 17.56, 225.56, 17.56, 239.70, 17.56, 390.35
CPT_6458, 17.58, 211.92, 17.58, 204.37, 17.58, 230.54, 17.58, 241.10, 17.58, 398.47
CPT_6458, 17.60, 219.37, 17.60, 206.86, 17.60, 233.16, 17.60, 242.17, 17.60, 402.24
CPT_6458, 17.62, 227.04, 17.62, 209.23, 17.62, 235.59, 17.62, 242.92, 17.62, 405.78
CPT_6458, 17.64, 235.79, 17.64, 211.90, 17.64, 238.58, 17.64, 244.09, 17.64, 409.79
CPT_6458, 17.66, 240.35, 17.66, 213.17, 17.66, 239.93, 17.66, 244.44, 17.66, 411.74
CPT_6458, 17.68, 241.88, 17.68, 213.59, 17.68, 240.35, 17.68, 244.52, 17.68, 412.45
CPT_6458, 17.70, 242.07, 17.70, 213.58, 17.70, 240.23, 17.70, 244.32, 17.70, 412.55
CPT_6458, 17.72, 234.46, 17.72, 211.93, 17.72, 239.01, 17.72, 245.11, 17.72, 410.32
CPT_6458, 17.74, 230.78, 17.74, 211.45, 17.74, 239.47, 17.74, 246.90, 17.74, 409.97
CPT_6458, 17.76, 227.49, 17.76, 210.86, 17.76, 239.82, 17.76, 248.42, 17.76, 409.58
CPT_6458, 17.78, 224.74, 17.78, 210.25, 17.78, 239.96, 17.78, 249.51, 17.78, 409.15
CPT_6458, 17.80, 222.64, 17.80, 209.68, 17.80, 239.81, 17.80, 250.00, 17.80, 408.66
CPT_6458, 17.82, 219.38, 17.82, 208.64, 17.82, 239.06, 17.82, 250.07, 17.82, 407.48
CPT_6458, 17.84, 219.19, 17.84, 208.62, 17.84, 239.15, 17.84, 250.26, 17.84, 407.61
CPT_6458, 17.86, 221.12, 17.86, 209.46, 17.86, 240.56, 17.86, 251.49, 17.86, 409.12
CPT_6458, 17.88, 221.51, 17.88, 209.75, 17.88, 241.54, 17.88, 252.68, 17.88, 409.97
CPT_6458, 17.90, 225.14, 17.90, 211.13, 17.90, 243.21, 17.90, 253.69, 17.90, 412.04
CPT_6458, 17.92, 231.67, 17.92, 213.48, 17.92, 245.66, 17.92, 254.79, 17.92, 415.25
CPT_6458, 17.94, 237.26, 17.94, 215.35, 17.94, 247.40, 17.94, 255.27, 17.94, 417.70
CPT_6458, 17.96, 243.03, 17.96, 217.18, 17.96, 249.00, 17.96, 255.53, 17.96, 420.05
CPT_6458, 17.98, 248.54, 17.98, 218.25, 17.98, 248.61, 17.98, 253.33, 17.98, 421.06
CPT_6458, 18.00, 255.66, 18.00, 219.86, 18.00, 249.60, 18.00, 252.46, 18.00, 423.20
CPT_6458, 18.02, 257.54, 18.02, 219.80, 18.02, 248.75, 18.02, 250.84, 18.02, 423.17
CPT_6458, 18.04, 255.66, 18.04, 218.99, 18.04, 247.45, 18.04, 249.76, 18.04, 422.15
CPT_6458, 18.06, 251.78, 18.06, 217.82, 18.06, 245.97, 18.06, 249.02, 18.06, 420.60
CPT_6458, 18.08, 254.24, 18.08, 218.61, 18.08, 246.95, 18.08, 249.56, 18.08, 421.82
CPT_6458, 18.10, 256.55, 18.10, 220.30, 18.10, 250.06, 18.10, 252.83, 18.10, 424.30
CPT_6458, 18.12, 259.04, 18.12, 221.48, 18.12, 252.01, 18.12, 254.56, 18.12, 426.09
CPT_6458, 18.14, 256.72, 18.14, 220.73, 18.14, 250.99, 18.14, 253.96, 18.14, 425.14
CPT_6458, 18.16, 250.95, 18.16, 218.80, 18.16, 248.38, 18.16, 252.35, 18.16, 422.51
CPT_6458, 18.18, 235.62, 18.18, 213.88, 18.18, 242.41, 18.18, 249.34, 18.18, 415.63
CPT_6458, 18.20, 219.93, 18.20, 208.52, 18.20, 235.99, 18.20, 245.88, 18.20, 407.85
CPT_6458, 18.22, 207.81, 18.22, 204.16, 18.22, 230.88, 18.22, 243.01, 18.22, 401.30
CPT_6458, 18.24, 205.59, 18.24, 203.57, 18.24, 230.84, 18.24, 243.68, 18.24, 400.70
CPT_6458, 18.26, 158.92, 18.26, 183.86, 18.26, 210.56, 18.26, 230.51, 18.26, 366.31
CPT_6458, 18.28, 181.55, 18.28, 194.12, 18.28, 220.86, 18.28, 238.02, 18.28, 385.71
CPT_6458, 18.30, 191.52, 18.30, 198.23, 18.30, 225.04, 18.30, 240.50, 18.30, 392.55
CPT_6458, 18.32, 218.42, 18.32, 208.49, 18.32, 236.73, 18.32, 247.39, 18.32, 408.62
CPT_6458, 18.34, 232.76, 18.34, 213.49, 18.34, 242.50, 18.34, 250.43, 18.34, 415.99
CPT_6458, 18.36, 227.32, 18.36, 211.73, 18.36, 240.57, 18.36, 249.62, 18.36, 413.58
CPT_6458, 18.38, 216.58, 18.38, 208.02, 18.38, 236.45, 18.38, 247.63, 18.38, 408.28
CPT_6458, 18.40, 207.31, 18.40, 204.61, 18.40, 232.50, 18.40, 245.39, 18.40, 403.19
CPT_6458, 18.42, 203.50, 18.42, 203.13, 18.42, 230.58, 18.42, 244.08, 18.42, 400.91
CPT_6458, 18.44, 208.69, 18.44, 204.80, 18.44, 231.45, 18.44, 243.63, 18.44, 403.25
CPT_6458, 18.46, 216.36, 18.46, 206.81, 18.46, 232.16, 18.46, 242.22, 18.46, 406.15
CPT_6458, 18.48, 226.66, 18.48, 208.77, 18.48, 232.70, 18.48, 239.90, 18.48, 409.49
CPT_6458, 18.50, 240.38, 18.50, 211.60, 18.50, 235.30, 18.50, 239.31, 18.50, 414.67
CPT_6458, 18.52, 246.91, 18.52, 214.98, 18.52, 240.36, 18.52, 243.82, 18.52, 419.32
CPT_6458, 18.54, 249.85, 18.54, 217.99, 18.54, 245.82, 18.54, 249.81, 18.54, 423.31
CPT_6458, 18.56, 253.86, 18.56, 220.93, 18.56, 251.59, 18.56, 255.86, 18.56, 427.63
CPT_6458, 18.58, 253.59, 18.58, 221.95, 18.58, 255.01, 18.58, 260.22, 18.58, 429.63
CPT_6458, 18.60, 243.53, 18.60, 219.16, 18.60, 253.84, 18.60, 261.75, 18.60, 426.79
CPT_6458, 18.62, 229.94, 18.62, 214.47, 18.62, 250.06, 18.62, 261.11, 18.62, 421.35
CPT_6458, 18.64, 217.11, 18.64, 209.57, 18.64, 245.57, 18.64, 259.37, 18.64, 415.26
CPT_6458, 18.66, 211.86, 18.66, 207.47, 18.66, 243.80, 18.66, 258.74, 18.66, 412.71
CPT_6458, 18.68, 205.68, 18.68, 204.93, 18.68, 241.22, 18.68, 257.36, 18.68, 409.28
CPT_6458, 18.70, 206.97, 18.70, 205.52, 18.70, 241.70, 18.70, 257.57, 18.70, 410.10
CPT_6458, 18.72, 214.59, 18.72, 208.70, 18.72, 244.60, 18.72, 258.93, 18.72, 414.36
CPT_6458, 18.74, 219.90, 18.74, 210.84, 18.74, 246.29, 18.74, 259.44, 18.74, 417.06
CPT_6458, 18.76, 226.40, 18.76, 213.35, 18.76, 248.46, 18.76, 260.20, 18.76, 420.27
CPT_6458, 18.78, 230.55, 18.78, 214.74, 18.78, 248.24, 18.78, 258.67, 18.78, 421.42
CPT_6458, 18.80, 232.00, 18.80, 215.05, 18.80, 247.25, 18.80, 256.99, 18.80, 421.39
CPT_6458, 18.82, 227.36, 18.82, 213.09, 18.82, 243.68, 18.82, 253.88, 18.82, 418.25
CPT_6458, 18.84, 223.69, 18.84, 211.46, 18.84, 240.62, 18.84, 251.13, 18.84, 415.63
CPT_6458, 18.86, 223.59, 18.86, 211.10, 18.86, 239.21, 18.86, 249.40, 18.86, 414.94
CPT_6458, 18.88, 223.43, 18.88, 210.67, 18.88, 237.81, 18.88, 247.71, 18.88, 414.26
CPT_6458, 18.90, 224.26, 18.90, 210.66, 18.90, 237.14, 18.90, 246.66, 18.90, 414.27
CPT_6458, 18.92, 224.40, 18.92, 210.65, 18.92, 236.97, 18.92, 246.43, 18.92, 414.35
CPT_6458, 18.94, 223.23, 18.94, 210.69, 18.94, 237.77, 18.94, 247.78, 18.94, 414.58
CPT_6458, 18.96, 231.45, 18.96, 213.78, 18.96, 241.86, 18.96, 250.55, 18.96, 419.32
CPT_6458, 18.98, 237.54, 18.98, 215.89, 18.98, 244.43, 18.98, 252.04, 18.98, 422.51
CPT_6458, 19.00, 231.97, 19.00, 214.23, 19.00, 242.78, 19.00, 251.59, 19.00, 420.22
CPT_6458, 19.02, 222.77, 19.02, 211.16, 19.02, 239.41, 19.02, 250.05, 19.02, 415.84
CPT_6458, 19.04, 168.70, 19.04, 189.43, 19.04, 212.98, 19.04, 231.87, 19.04, 379.16
CPT_6458, 19.06, 175.82, 19.06, 192.54, 19.06, 216.45, 19.06, 234.46, 19.06, 385.13
CPT_6458, 19.08, 172.75, 19.08, 191.30, 19.08, 215.35, 19.08, 233.89, 19.08, 382.98
CPT_6458, 19.10, 168.29, 19.10, 189.40, 19.10, 213.51, 19.10, 232.72, 19.10, 379.51
CPT_6458, 19.12, 164.09, 19.12, 187.50, 19.12, 211.05, 19.12, 230.64, 19.12, 375.73
CPT_6458, 19.14, 159.94, 19.14, 185.56, 19.14, 208.24, 19.14, 228.07, 19.14, 371.64
CPT_6458, 19.16, 160.12, 19.16, 185.60, 19.16, 207.62, 19.16, 227.29, 19.16, 371.66
CPT_6458, 19.18, 166.42, 19.18, 188.26, 19.18, 209.62, 19.18, 228.40, 19.18, 377.09
CPT_6458, 19.20, 172.65, 19.20, 190.79, 19.20, 211.88, 19.20, 229.71, 19.20, 382.07
CPT_6458, 19.22, 178.81, 19.22, 193.19, 19.22, 214.21, 19.22, 231.06, 19.22, 386.68
CPT_6458, 19.24, 183.35, 19.24, 194.92, 19.24, 215.95, 19.24, 232.06, 19.24, 389.94
CPT_6458, 19.26, 189.22, 19.26, 197.16, 19.26, 218.41, 19.26, 233.58, 19.26, 394.04
CPT_6458, 19.28, 196.39, 19.28, 199.83, 19.28, 221.46, 19.28, 235.47, 19.28, 398.80
CPT_6458, 19.30, 203.15, 19.30, 202.42, 19.30, 224.67, 19.30, 237.64, 19.30, 403.25
CPT_6458, 19.32, 205.12, 19.32, 203.53, 19.32, 226.54, 19.32, 239.45, 19.32, 405.10
CPT_6458, 19.34, 205.58, 19.34, 204.13, 19.34, 227.93, 19.34, 241.08, 19.34, 406.12
CPT_6458, 19.36, 205.87, 19.36, 204.70, 19.36, 229.48, 19.36, 242.94, 19.36, 407.15
CPT_6458, 19.38, 206.63, 19.38, 205.21, 19.38, 230.54, 19.38, 244.07, 19.38, 408.11
CPT_6458, 19.40, 206.13, 19.40, 205.22, 19.40, 230.96, 19.40, 244.77, 19.40, 408.27
CPT_6458, 19.42, 209.68, 19.42, 206.68, 19.42, 232.94, 19.42, 246.26, 19.42, 410.72
CPT_6458, 19.44, 213.09, 19.44, 208.11, 19.44, 234.97, 19.44, 247.85, 19.44, 413.10
CPT_6458, 19.46, 213.89, 19.46, 208.58, 19.46, 235.90, 19.46, 248.80, 19.46, 413.98
CPT_6458, 19.48, 215.87, 19.48, 209.50, 19.48, 237.44, 19.48, 250.17, 19.48, 415.57
CPT_6458, 19.50, 217.22, 19.50, 210.35, 19.50, 239.52, 19.50, 252.38, 19.50, 417.20
CPT_6458, 19.52, 220.39, 19.52, 211.68, 19.52, 241.52, 19.52, 253.97, 19.52, 419.40
CPT_6458, 19.54, 227.67, 19.54, 214.34, 19.54, 244.53, 19.54, 255.66, 19.54, 423.39
CPT_6458, 19.56, 235.06, 19.56, 216.91, 19.56, 247.25, 19.56, 256.96, 19.56, 427.13
CPT_6458, 19.58, 240.01, 19.58, 218.56, 19.58, 248.91, 19.58, 257.65, 19.58, 429.54
CPT_6458, 19.60, 245.09, 19.60, 220.15, 19.60, 250.41, 19.60, 258.12, 19.60, 431.85
CPT_6458, 19.62, 249.64, 19.62, 221.69, 19.62, 252.25, 19.62, 259.14, 19.62, 434.14
CPT_6458, 19.64, 254.17, 19.64, 223.20, 19.64, 254.03, 19.64, 260.11, 19.64, 436.35
CPT_6458, 19.66, 258.88, 19.66, 224.66, 19.66, 255.61, 19.66, 260.79, 19.66, 438.48
CPT_6458, 19.68, 263.62, 19.68, 226.07, 19.68, 257.09, 19.68, 261.35, 19.68, 440.54
CPT_6458, 19.70, 267.37, 19.70, 227.07, 19.70, 257.99, 19.70, 261.49, 19.70, 442.06
CPT_6458, 19.72, 269.93, 19.72, 227.70, 19.72, 258.48, 19.72, 261.46, 19.72, 443.07
CPT_6458, 19.74, 271.98, 19.74, 228.39, 19.74, 259.35, 19.74, 262.00, 19.74, 444.13
CPT_6458, 19.76, 272.62, 19.76, 228.78, 19.76, 260.01, 19.76, 262.65, 19.76, 444.74
CPT_6458, 19.78, 270.83, 19.78, 228.51, 19.78, 260.01, 19.78, 263.11, 19.78, 444.44
CPT_6458, 19.80, 268.88, 19.80, 228.25, 19.80, 260.14, 19.80, 263.78, 19.80, 444.16
CPT_6458, 19.82, 265.93, 19.82, 227.61, 19.82, 259.77, 19.82, 264.12, 19.82, 443.38
CPT_6458, 19.84, 263.34, 19.84, 226.93, 19.84, 259.12, 19.84, 264.05, 19.84, 442.56
CPT_6458, 19.86, 190.75, 19.86, 200.69, 19.86, 230.73, 19.86, 249.24, 19.86, 404.52
CPT_6458, 19.88, 224.12, 19.88, 212.73, 19.88, 239.75, 19.88, 251.30, 19.88, 422.28
CPT_6458, 19.90, 229.32, 19.90, 215.36, 19.90, 244.74, 19.90, 255.94, 19.90, 426.47
CPT_6458, 19.92, 231.93, 19.92, 216.60, 19.92, 247.04, 19.92, 258.03, 19.92, 428.51
CPT_6458, 19.94, 232.88, 19.94, 217.01, 19.94, 247.66, 19.94, 258.55, 19.94, 429.23
CPT_6458, 19.96, 232.43, 19.96, 216.63, 19.96, 246.36, 19.96, 257.15, 19.96, 428.64
CPT_6458, 19.98, 231.93, 19.98, 216.21, 19.98, 245.09, 19.98, 255.80, 19.98, 428.04
CPT_6458, 20.00, 234.06, 20.00, 216.56, 20.00, 244.53, 20.00, 254.61, 20.00, 428.63
